0.000000 ,6.175000 ,221.763000 ,6.350000 ,0.062874 ,4.427126 ,19.820000 ,3.276375 ,6339.620831 ,3.037500 ,0.000358 ,0.447764 ,3511.827600 ,1.810076 ,79.621736 ,1.742843 ,0.018921 ,0.669151 ,59.260675
0.010000 ,6.143000 ,225.997000 ,6.324000 ,0.062627 ,4.430312 ,21.048000 ,3.470551 ,6576.474991 ,3.195024 ,0.000363 ,0.427969 ,3629.061696 ,1.862941 ,81.095468 ,1.787463 ,0.019040 ,0.654194 ,60.241694
0.020000 ,6.228000 ,225.323000 ,6.400000 ,0.062588 ,4.410697 ,16.620000 ,3.582016 ,6410.054671 ,3.276000 ,0.000350 ,0.449810 ,2780.351600 ,1.892621 ,80.062817 ,1.809972 ,0.018699 ,0.670679 ,52.729039
0.030000 ,6.098000 ,226.928000 ,6.261000 ,0.061988 ,4.413731 ,19.327000 ,3.336396 ,6471.440816 ,3.052879 ,0.000356 ,0.407301 ,3406.590071 ,1.826580 ,80.445266 ,1.747249 ,0.018862 ,0.638202 ,58.366001
0.040000 ,6.274000 ,223.044000 ,6.442000 ,0.062690 ,4.417534 ,15.546000 ,3.530924 ,6764.330064 ,3.298636 ,0.000368 ,0.486255 ,2578.711884 ,1.879075 ,82.245547 ,1.816215 ,0.019196 ,0.697320 ,50.781019
0.050000 ,6.138000 ,218.553000 ,6.293000 ,0.063731 ,4.375330 ,15.857000 ,3.448956 ,6180.635191 ,3.157151 ,0.000346 ,0.414667 ,2814.534551 ,1.857137 ,78.617016 ,1.776837 ,0.018608 ,0.643946 ,53.052187
0.060000 ,6.173000 ,220.221000 ,6.313000 ,0.063961 ,4.407862 ,13.719000 ,3.365071 ,6500.132159 ,3.099031 ,0.000367 ,0.492107 ,2261.838039 ,1.834413 ,80.623397 ,1.760406 ,0.019168 ,0.701503 ,47.558785
0.070000 ,6.161000 ,214.826000 ,6.281000 ,0.064736 ,4.413720 ,9.709000 ,3.275079 ,6427.343724 ,3.266039 ,0.000344 ,0.456163 ,1587.650319 ,1.809718 ,80.170716 ,1.807219 ,0.018548 ,0.675398 ,39.845330
0.080000 ,6.226000 ,212.349000 ,6.352000 ,0.065736 ,4.398075 ,12.456000 ,3.122924 ,5770.781199 ,2.966096 ,0.000340 ,0.571791 ,2058.342064 ,1.767180 ,75.965658 ,1.722236 ,0.018447 ,0.756169 ,45.368955
0.090000 ,6.222000 ,209.337000 ,6.331000 ,0.066296 ,4.360929 ,8.885000 ,3.054716 ,6002.993431 ,2.843439 ,0.000327 ,0.440079 ,1494.605775 ,1.747775 ,77.478987 ,1.686250 ,0.018089 ,0.663384 ,38.660132
