0.000000 ,6.517000 ,213.632000 ,6.733000 ,0.063351 ,4.578186 ,0.025392 ,3.327711 ,6145.290576 ,3.081711 ,0.000350 ,0.553357 ,0.005541 ,1.824201 ,78.391904 ,1.755480 ,0.018719 ,0.743879 ,0.074436
0.010000 ,6.657000 ,208.931000 ,6.787000 ,0.063961 ,4.547143 ,0.017513 ,3.435351 ,5850.728239 ,3.255631 ,0.000311 ,0.524263 ,0.003783 ,1.853470 ,76.490053 ,1.804337 ,0.017639 ,0.724060 ,0.061503
0.020000 ,6.506000 ,208.620000 ,6.680000 ,0.063868 ,4.588458 ,0.017914 ,3.601964 ,5946.967600 ,3.327600 ,0.000315 ,0.620326 ,0.003949 ,1.897884 ,77.116584 ,1.824171 ,0.017739 ,0.787608 ,0.062844
0.030000 ,6.541000 ,202.372000 ,6.674000 ,0.065069 ,4.568170 ,0.014520 ,3.204319 ,5526.049616 ,3.021724 ,0.000294 ,0.580632 ,0.003085 ,1.790061 ,74.337404 ,1.738311 ,0.017159 ,0.761992 ,0.055540
0.040000 ,6.676000 ,203.038000 ,6.822000 ,0.066289 ,4.569512 ,0.014684 ,3.533024 ,6021.430556 ,3.376316 ,0.000327 ,0.566007 ,0.003074 ,1.879634 ,77.597877 ,1.837475 ,0.018082 ,0.752334 ,0.055442
0.050000 ,6.545000 ,207.145000 ,6.713000 ,0.065220 ,4.623928 ,0.017479 ,3.249975 ,5800.965975 ,2.930631 ,0.000325 ,0.718313 ,0.003626 ,1.802769 ,76.164073 ,1.711909 ,0.018041 ,0.847533 ,0.060212
0.060000 ,6.484000 ,203.923000 ,6.623000 ,0.064723 ,4.574111 ,0.014533 ,3.217744 ,5606.691071 ,3.064871 ,0.000302 ,0.595496 ,0.002844 ,1.793807 ,74.877841 ,1.750677 ,0.017378 ,0.771684 ,0.053327
0.070000 ,6.607000 ,201.438000 ,6.761000 ,0.066127 ,4.577755 ,0.014401 ,3.186551 ,5489.218156 ,3.013879 ,0.000305 ,0.642082 ,0.002697 ,1.785091 ,74.089258 ,1.736053 ,0.017468 ,0.801300 ,0.051933
0.080000 ,6.606000 ,199.237000 ,6.728000 ,0.066872 ,4.567128 ,0.010695 ,3.324764 ,5563.640831 ,3.206016 ,0.000306 ,0.574739 ,0.001876 ,1.823394 ,74.589817 ,1.790535 ,0.017486 ,0.758115 ,0.043312
0.090000 ,6.546000 ,203.473000 ,6.665000 ,0.065784 ,4.569900 ,0.014305 ,3.301884 ,5580.461271 ,3.244775 ,0.000328 ,0.580277 ,0.003017 ,1.817109 ,74.702485 ,1.801326 ,0.018102 ,0.761759 ,0.054930
