310000, 6.800000, 6.700000, 6.000000, 5.800000, 5.900000, 6.500000, 7.000000, 6.300000, 6.300000, 1.800000, 
320000, 6.800000, 6.700000, 6.000000, 5.800000, 5.900000, 6.500000, 6.900000, 6.300000, 6.300000, 2.100000, 
330000, 6.800000, 6.700000, 6.000000, 5.800000, 5.900000, 6.500000, 7.000000, 6.300000, 6.300000, 2.500000, 
340000, 6.800000, 6.700000, 6.000000, 5.800000, 5.900000, 6.500000, 7.000000, 6.300000, 6.300000, 2.800000, 
350000, 6.800000, 6.700000, 6.000000, 5.800000, 5.900000, 6.500000, 7.000000, 6.400000, 6.400000, 2.800000, 
360000, 6.800000, 6.700000, 6.000000, 5.800000, 5.900000, 6.500000, 7.000000, 6.400000, 6.400000, 3.200000, 
370000, 6.800000, 6.700000, 6.000000, 5.800000, 5.900000, 6.500000, 7.000000, 6.400000, 6.400000, 3.400000, 
380000, 6.800000, 6.700000, 6.000000, 5.800000, 5.900000, 6.500000, 7.000000, 6.400000, 6.400000, 3.600000, 
390000, 6.800000, 6.700000, 6.000000, 5.800000, 5.900000, 6.500000, 7.000000, 6.400000, 6.400000, 4.000000, 
400000, 6.800000, 6.700000, 6.000000, 5.800000, 5.900000, 6.500000, 7.000000, 6.500000, 6.500000, 3.900000, 
410000, 6.800000, 6.700000, 6.000000, 5.800000, 5.900000, 6.500000, 7.000000, 6.500000, 6.500000, 3.900000, 
420000, 6.800000, 6.700000, 6.000000, 5.800000, 5.900000, 6.500000, 7.000000, 6.500000, 6.500000, 4.400000, 
430000, 6.800000, 6.700000, 6.000000, 5.800000, 5.900000, 6.500000, 7.000000, 6.500000, 6.500000, 4.200000, 
440000, 6.800000, 6.700000, 6.000000, 5.800000, 5.900000, 6.500000, 7.000000, 6.500000, 6.500000, 4.600000, 
450000, 6.800000, 6.700000, 6.000000, 5.800000, 5.900000, 6.500000, 7.000000, 6.500000, 6.500000, 4.700000, 
460000, 6.800000, 6.700000, 6.000000, 5.800000, 5.900000, 6.500000, 7.000000, 6.500000, 6.500000, 4.800000, 
470000, 6.800000, 6.700000, 6.000000, 5.800000, 5.900000, 6.500000, 7.000000, 6.500000, 6.500000, 5.000000, 
480000, 6.800000, 6.700000, 6.000000, 5.800000, 5.900000, 6.500000, 7.000000, 6.500000, 6.500000, 5.100000, 
490000, 6.800000, 6.700000, 6.000000, 5.800000, 5.900000, 6.500000, 7.000000, 6.500000, 6.500000, 4.900000, 
500000, 6.800000, 6.700000, 6.000000, 5.800000, 5.900000, 6.500000, 7.000000, 6.500000, 6.500000, 4.900000, 
